user,employee_name,department,role,login_time,logout_time,session_duration_hrs,source_ip,location,auth_method,success,is_weekend
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-03-08 08:32:04.635786,2024-03-08 17:00:19.100811,8.47,10.122.204.231,Remote,certificate,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-03-08 08:16:16.064952,2024-03-08 15:41:18.256531,7.42,10.173.80.58,Office-London,MFA,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-03-08 08:57:45.729219,2024-03-08 15:29:38.692446,6.53,10.107.227.162,Office-Bangalore,SSO,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-03-08 08:33:33.883771,2024-03-08 15:27:05.794479,6.89,10.200.109.57,Office-SanFrancisco,certificate,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-03-08 08:51:23.118998,2024-03-08 16:31:30.327443,7.67,10.206.119.171,HQ-NewYork,SSO,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-03-08 10:34:19.907437,2024-03-08 17:34:33.727593,7.0,10.230.41.191,Office-Bangalore,password,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-03-08 10:21:28.675341,2024-03-08 16:56:57.115345,6.59,10.125.161.62,Remote,password,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-03-08 07:31:25.201992,2024-03-08 13:04:11.399586,5.55,10.82.229.139,Office-SanFrancisco,password,1,0
EMP-1056,Karen Robinson,IT Security,CISO,2024-03-08 10:44:30.813180,2024-03-08 20:45:24.045321,10.01,10.55.17.107,Remote,certificate,1,0
EMP-1057,Anna Reyes,Executive,VP Engineering,2024-03-08 08:03:06.715144,2024-03-08 16:26:57.484959,8.4,10.100.232.198,HQ-NewYork,SSO,1,0
EMP-1058,Kathleen Smith,Research & Development,R&D Engineer,2024-03-08 08:58:26.024414,2024-03-08 17:51:34.705303,8.89,10.138.192.189,Office-London,MFA,1,0
EMP-1059,Mark Wright,Marketing,SEO Specialist,2024-03-08 10:12:41.596332,2024-03-08 18:15:37.195363,8.05,10.87.172.174,Office-Bangalore,MFA,1,0
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-03-08 07:26:51.716977,2024-03-08 16:25:46.491826,8.98,10.152.145.170,Office-Berlin,MFA,1,0
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-03-08 08:41:52.115678,2024-03-08 17:11:15.832853,8.49,10.67.98.84,Office-Bangalore,SSO,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-03-08 07:08:58.140648,2024-03-08 15:13:18.419287,8.07,10.214.21.121,Office-London,password,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-03-08 07:30:14.617562,2024-03-08 12:59:35.397916,5.49,10.244.64.52,Remote,certificate,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-03-08 09:54:16.979851,2024-03-08 18:07:09.541019,8.21,10.243.56.120,Remote,MFA,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-03-08 08:25:37.871202,2024-03-08 16:21:07.672606,7.92,10.247.80.28,Remote,SSO,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-03-08 08:22:45.419023,2024-03-08 14:33:58.106742,6.19,10.152.177.213,Office-Bangalore,certificate,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-03-08 10:57:37.849575,2024-03-08 21:39:36.197484,10.7,10.201.11.89,Remote,password,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-03-08 09:23:56.251238,2024-03-08 18:22:30.989480,8.98,10.28.111.246,HQ-NewYork,MFA,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-03-08 10:51:49.346833,2024-03-08 18:07:37.872357,7.26,10.70.158.207,Office-SanFrancisco,MFA,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-03-08 09:26:07.273956,2024-03-08 20:31:08.054435,11.08,10.213.240.23,Office-London,password,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-03-08 09:17:15.997976,2024-03-08 17:01:40.304503,7.74,10.8.127.218,Office-Berlin,SSO,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-03-08 10:07:50.803284,2024-03-08 17:32:08.672787,7.4,10.226.153.180,Office-London,password,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-03-08 10:11:12.574267,2024-03-08 20:19:51.354510,10.14,10.143.195.62,Office-SanFrancisco,certificate,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-03-08 09:42:09.241090,2024-03-08 17:26:08.203702,7.73,10.178.63.79,Office-London,password,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-03-08 09:38:03.810183,2024-03-08 19:05:35.810035,9.46,10.91.180.117,Office-Bangalore,password,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-03-08 08:52:47.406766,2024-03-08 17:37:33.199007,8.75,10.31.191.138,Remote,certificate,0,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-03-08 08:58:56.713491,2024-03-08 17:48:35.457525,8.83,10.73.252.26,Office-London,MFA,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-03-08 06:45:46.474587,2024-03-08 13:17:28.617827,6.53,10.137.33.71,Office-London,MFA,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-03-08 09:21:08.754439,2024-03-08 17:05:06.421319,7.73,10.224.4.147,Remote,certificate,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-03-08 07:14:24.619515,2024-03-08 16:11:38.691385,8.95,10.241.221.123,Office-SanFrancisco,certificate,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-03-08 09:43:15.901470,2024-03-08 17:47:33.889901,8.07,10.39.208.145,Office-Berlin,SSO,1,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-03-08 10:10:33.905421,2024-03-08 16:12:11.477352,6.03,10.98.116.233,Office-Bangalore,certificate,1,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-03-08 07:54:15.838110,2024-03-08 14:57:08.086654,7.05,10.246.190.26,Office-Berlin,certificate,1,0
EMP-1084,Kimberly James,Sales,Sales Rep,2024-03-08 07:36:37.530895,2024-03-08 15:54:26.209709,8.3,10.142.20.41,Office-SanFrancisco,certificate,1,0
EMP-1085,Laura Ruiz,Legal,Contract Specialist,2024-03-08 09:52:21.750576,2024-03-08 16:15:14.029916,6.38,10.60.74.181,Office-Bangalore,certificate,1,0
EMP-1086,Elizabeth Mendoza,IT Security,SOC Analyst,2024-03-08 08:01:40.984018,2024-03-08 19:02:11.665864,11.01,10.30.140.58,Office-London,password,1,0
EMP-1087,Christopher Martinez,Executive,CEO,2024-03-08 08:54:51.160943,2024-03-08 18:43:52.749086,9.82,10.192.212.146,Office-SanFrancisco,SSO,1,0
EMP-1088,Jessica Reyes,Research & Development,R&D Engineer,2024-03-08 11:00:57.734489,2024-03-08 18:45:44.075774,7.75,10.129.139.127,Remote,password,1,0
EMP-1089,Scott Garcia,Marketing,SEO Specialist,2024-03-08 09:23:37.892879,2024-03-08 17:18:30.147604,7.91,10.65.7.24,Remote,SSO,1,0
EMP-1090,Maria Gray,Operations,Operations Manager,2024-03-08 10:43:06.675767,2024-03-08 19:08:01.647603,8.42,10.121.133.167,Office-Berlin,SSO,1,0
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-03-08 09:24:58.168089,2024-03-08 16:10:38.409563,6.76,10.121.90.105,Remote,certificate,1,0
EMP-1092,Christine Wilson,Finance,Sr. Accountant,2024-03-08 10:43:40.818994,2024-03-08 19:01:35.755041,8.3,10.127.74.170,Office-London,certificate,1,0
EMP-1093,Ryan Lopez,Human Resources,HR Manager,2024-03-08 08:03:52.264905,2024-03-08 15:05:53.510316,7.03,10.249.198.104,Office-London,SSO,1,0
EMP-1094,Edward Miller,Sales,Account Executive,2024-03-08 10:15:07.948667,2024-03-08 18:41:03.407134,8.43,10.194.128.161,Office-Berlin,certificate,1,0
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-03-08 06:48:06.427914,2024-03-08 16:04:47.776296,9.28,10.226.179.125,Office-SanFrancisco,SSO,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-03-08 10:19:41.849124,2024-03-08 18:18:18.247006,7.98,10.142.4.142,Remote,password,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-03-08 09:30:45.551787,2024-03-08 19:47:26.749260,10.28,10.239.184.75,HQ-NewYork,SSO,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-03-08 09:17:55.151462,2024-03-08 17:24:47.676371,8.11,10.99.49.236,Office-Bangalore,MFA,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-03-08 10:11:43.851326,2024-03-08 17:30:48.168793,7.32,10.211.1.73,Office-London,password,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-03-08 10:55:46.412600,2024-03-08 20:04:01.119354,9.14,10.142.196.140,Office-Bangalore,certificate,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-03-09 09:09:46.899579,2024-03-09 16:19:32.769030,7.16,10.72.172.125,HQ-NewYork,password,1,1
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-03-09 06:55:28.236148,2024-03-09 14:07:45.550422,7.2,10.207.221.220,Office-SanFrancisco,MFA,1,1
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-03-09 06:22:42.095679,2024-03-09 15:44:55.907161,9.37,10.68.30.228,Remote,certificate,1,1
EMP-1037,Melissa Howard,Executive,VP Sales,2024-03-09 06:38:39.225848,2024-03-09 13:13:47.095020,6.59,10.11.79.94,Office-SanFrancisco,SSO,1,1
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-03-09 09:23:19.294979,2024-03-09 19:47:02.981742,10.4,10.33.50.108,Office-Bangalore,SSO,1,1
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-03-09 08:06:48.282481,2024-03-09 14:55:21.896359,6.81,10.107.227.162,Office-Bangalore,password,1,1
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-03-09 07:48:29.641025,2024-03-09 17:26:00.464678,9.63,10.82.229.139,Office-SanFrancisco,SSO,1,1
EMP-1066,Pamela Gray,IT Security,CISO,2024-03-09 07:57:09.297228,2024-03-09 12:19:32.100437,4.37,10.152.177.213,Office-Bangalore,password,1,1
EMP-1067,Rachel Foster,Executive,COO,2024-03-09 09:00:49.630432,2024-03-09 17:24:29.382742,8.39,10.201.11.89,Remote,SSO,1,1
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-03-09 09:53:14.624125,2024-03-09 15:18:47.780845,5.43,10.39.208.145,Office-Berlin,SSO,1,1
EMP-1094,Edward Miller,Sales,Account Executive,2024-03-09 10:40:40.506419,2024-03-09 18:53:04.039562,8.21,10.194.128.161,Office-Berlin,certificate,1,1
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-03-09 09:20:37.046590,2024-03-09 15:08:17.625636,5.79,10.239.184.75,HQ-NewYork,password,1,1
EMP-1007,Dennis Jimenez,Executive,CEO,2024-03-10 08:31:20.623084,2024-03-10 15:31:56.743314,7.01,10.103.69.17,Office-SanFrancisco,certificate,1,1
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-03-10 06:27:59.735135,2024-03-10 13:54:54.298418,7.45,10.19.182.162,Office-SanFrancisco,MFA,1,1
EMP-1027,Catherine Green,Executive,CEO,2024-03-10 08:28:15.976514,2024-03-10 16:39:57.678340,8.19,10.236.219.136,HQ-NewYork,SSO,1,1
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-03-10 08:30:02.040825,2024-03-10 14:39:21.466766,6.16,10.145.26.19,HQ-NewYork,password,1,1
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-03-10 07:40:42.830669,2024-03-10 15:52:27.980642,8.2,10.68.30.228,Remote,certificate,1,1
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-03-10 10:56:04.884291,2024-03-10 18:13:33.200507,7.29,10.57.52.210,Office-Bangalore,SSO,1,1
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-03-10 08:49:01.598684,2024-03-10 16:02:03.338464,7.22,10.206.119.171,HQ-NewYork,SSO,1,1
EMP-1054,Kimberly Long,Sales,Account Executive,2024-03-10 10:10:35.653149,2024-03-10 15:55:05.871332,5.74,10.125.161.62,Remote,certificate,1,1
EMP-1062,Carol Baker,Finance,Controller,2024-03-10 07:17:41.625702,2024-03-10 14:02:50.576723,6.75,10.214.21.121,Office-London,SSO,1,1
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-03-10 09:23:44.286733,2024-03-10 16:53:52.985348,7.5,10.28.111.246,HQ-NewYork,MFA,1,1
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-03-10 10:35:17.915845,2024-03-10 17:09:57.619198,6.58,10.121.90.105,Remote,SSO,1,1
EMP-1094,Edward Miller,Sales,Account Executive,2024-03-10 10:39:55.416021,2024-03-10 21:26:42.237563,10.78,10.194.128.161,Office-Berlin,MFA,1,1
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-03-10 10:29:45.289835,2024-03-10 19:41:28.912833,9.2,10.142.4.142,Remote,certificate,1,1
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-03-10 11:12:34.186787,2024-03-10 20:08:36.792722,8.93,10.142.196.140,Office-Bangalore,MFA,1,1
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-03-11 10:07:55.283278,2024-03-11 20:20:42.210733,10.21,10.179.109.88,Office-London,certificate,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-03-11 10:03:42.777205,2024-03-11 17:30:44.748235,7.45,10.25.92.217,HQ-NewYork,SSO,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-03-11 09:30:25.248318,2024-03-11 17:49:37.209998,8.32,10.21.142.76,Office-Berlin,MFA,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-03-11 08:20:08.313871,2024-03-11 13:57:16.822696,5.62,10.253.21.219,Remote,password,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-03-11 09:07:38.618918,2024-03-11 16:21:40.212511,7.23,10.95.91.54,Remote,password,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-03-11 09:17:10.312045,2024-03-11 18:22:37.014940,9.09,10.119.98.70,Office-Berlin,MFA,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-03-11 09:14:42.463736,2024-03-11 16:37:56.069912,7.39,10.103.69.17,Office-SanFrancisco,SSO,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-03-11 09:04:43.115615,2024-03-11 17:01:59.204040,7.95,10.68.36.64,Office-Bangalore,password,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-03-11 07:42:57.932784,2024-03-11 17:10:49.292656,9.46,10.127.24.194,Office-SanFrancisco,MFA,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-03-11 09:10:15.960437,2024-03-11 14:22:54.052678,5.21,10.17.99.98,Remote,certificate,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-03-11 08:00:16.986022,2024-03-11 17:41:06.909955,9.68,10.197.165.88,Remote,MFA,1,0
EMP-1012,Sharon Lee,Finance,Controller,2024-03-11 08:02:08.381356,2024-03-11 15:32:03.833121,7.5,10.196.46.130,HQ-NewYork,certificate,1,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-03-11 07:59:12.354590,2024-03-11 15:04:49.503522,7.09,10.196.42.139,Office-SanFrancisco,password,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-03-11 07:50:12.223107,2024-03-11 17:51:13.817496,10.02,10.15.62.225,Office-London,MFA,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-03-11 08:21:09.102488,2024-03-11 15:27:45.419215,7.11,10.169.122.243,Office-Berlin,certificate,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-03-11 09:04:17.285892,2024-03-11 18:23:42.249529,9.32,10.177.52.183,Office-SanFrancisco,MFA,1,0
EMP-1017,Christine Wood,Executive,COO,2024-03-11 07:08:47.086591,2024-03-11 14:23:34.085172,7.25,10.31.64.58,Office-Bangalore,password,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-03-11 08:11:48.898445,2024-03-11 14:54:56.578061,6.72,10.19.182.162,Office-SanFrancisco,SSO,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-03-11 08:19:50.180849,2024-03-11 16:51:03.225718,8.52,10.72.172.125,HQ-NewYork,SSO,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-03-11 07:52:39.060022,2024-03-11 15:27:49.790358,7.59,10.207.105.49,Office-Bangalore,SSO,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-03-11 07:31:16.197948,2024-03-11 17:02:19.045406,9.52,10.222.187.14,Office-Bangalore,MFA,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-03-11 08:27:58.618646,2024-03-11 14:01:21.683975,5.56,10.49.138.115,HQ-NewYork,SSO,1,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-03-11 07:34:41.019045,2024-03-11 17:31:02.385457,9.94,10.207.221.220,Office-SanFrancisco,MFA,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-03-11 08:41:37.372207,2024-03-11 18:38:28.139608,9.95,10.105.125.124,HQ-NewYork,password,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-03-11 11:11:49.601045,2024-03-11 17:14:27.597147,6.04,10.238.201.201,HQ-NewYork,MFA,1,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-03-11 07:23:02.393073,2024-03-11 14:31:21.511104,7.14,10.49.76.56,Remote,MFA,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-03-11 09:10:00.002414,2024-03-11 19:49:46.561350,10.66,10.236.219.136,HQ-NewYork,password,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-03-11 07:15:38.331201,2024-03-11 18:45:34.253641,11.5,10.221.61.104,HQ-NewYork,SSO,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-03-11 08:33:33.437679,2024-03-11 14:29:00.901755,5.92,10.169.150.145,Office-Berlin,password,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-03-11 09:57:14.406087,2024-03-11 19:14:11.700616,9.28,10.34.172.166,Office-SanFrancisco,MFA,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-03-11 08:04:34.539843,2024-03-11 12:35:21.386386,4.51,10.145.26.19,HQ-NewYork,SSO,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-03-11 09:22:21.955032,2024-03-11 16:34:34.551003,7.2,10.41.113.214,Office-SanFrancisco,MFA,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-03-11 06:57:45.821601,2024-03-11 15:28:58.964583,8.52,10.68.30.228,Remote,MFA,1,0
EMP-1034,Paul Torres,Sales,Business Development,2024-03-11 09:10:05.398710,2024-03-11 17:39:53.801565,8.5,10.176.163.219,Office-SanFrancisco,certificate,1,0
EMP-1035,Steven Miller,Legal,Legal Counsel,2024-03-11 08:15:17.226279,2024-03-11 17:18:27.124773,9.05,10.12.1.86,Remote,certificate,1,0
EMP-1036,Charles Patel,IT Security,CISO,2024-03-11 07:33:26.558354,2024-03-11 13:30:38.201510,5.95,10.3.29.20,Office-Berlin,password,1,0
EMP-1037,Melissa Howard,Executive,VP Sales,2024-03-11 08:07:57.419839,2024-03-11 17:54:13.288288,9.77,10.11.79.94,Office-SanFrancisco,SSO,1,0
EMP-1038,Anthony Mendoza,Research & Development,Data Scientist,2024-03-11 10:27:57.964572,2024-03-11 18:49:27.850055,8.36,10.200.144.227,Remote,MFA,1,0
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-03-11 10:11:04.446157,2024-03-11 18:38:47.370598,8.46,10.189.237.86,Office-Bangalore,MFA,1,0
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-03-11 11:16:24.731025,2024-03-11 15:58:26.634388,4.7,10.57.52.210,Office-Bangalore,password,1,0
EMP-1041,Michelle Robinson,Engineering,Sr. Software Engineer,2024-03-11 08:17:11.633542,2024-03-11 13:58:31.268577,5.69,10.85.72.222,HQ-NewYork,SSO,1,0
EMP-1042,Brian Chavez,Finance,Accounts Payable,2024-03-11 09:17:06.746728,2024-03-11 19:17:30.533347,10.01,10.241.8.30,Office-Bangalore,SSO,1,0
EMP-1043,Justin King,Human Resources,HR Specialist,2024-03-11 10:02:44.717640,2024-03-11 20:35:12.882676,10.54,10.187.202.81,HQ-NewYork,certificate,1,0
EMP-1044,Deborah Kelly,Sales,Account Executive,2024-03-11 07:58:51.831568,2024-03-11 13:12:37.144209,5.23,10.112.1.134,Office-London,SSO,1,0
EMP-1045,Sharon Rodriguez,Legal,Compliance Officer,2024-03-11 10:17:18.007586,2024-03-11 20:41:17.993683,10.4,10.218.32.185,Office-Berlin,MFA,1,0
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-03-11 09:33:44.672741,2024-03-11 17:21:32.081643,7.8,10.33.50.108,Office-Bangalore,certificate,1,0
EMP-1047,Brandon Reed,Executive,COO,2024-03-11 11:04:02.519832,2024-03-11 17:43:21.800566,6.66,10.78.74.54,Office-Bangalore,certificate,1,0
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-03-11 09:21:46.543398,2024-03-11 15:34:11.497413,6.21,10.122.204.231,Remote,SSO,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-03-11 08:03:19.979399,2024-03-11 14:58:33.613861,6.92,10.173.80.58,Office-London,password,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-03-11 08:36:05.857885,2024-03-11 16:36:34.023390,8.01,10.107.227.162,Office-Bangalore,SSO,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-03-11 08:49:48.440605,2024-03-11 17:54:09.648350,9.07,10.200.109.57,Office-SanFrancisco,certificate,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-03-11 09:10:31.702398,2024-03-11 18:52:05.128372,9.69,10.206.119.171,HQ-NewYork,certificate,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-03-11 10:30:12.775655,2024-03-11 18:57:29.430544,8.45,10.230.41.191,Office-Bangalore,certificate,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-03-11 09:56:01.817604,2024-03-11 17:45:17.588202,7.82,10.125.161.62,Remote,password,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-03-11 08:09:36.746421,2024-03-11 16:44:32.563967,8.58,10.82.229.139,Office-SanFrancisco,certificate,1,0
EMP-1056,Karen Robinson,IT Security,CISO,2024-03-11 11:06:32.355836,2024-03-11 17:08:02.325595,6.02,10.55.17.107,Remote,MFA,1,0
EMP-1057,Anna Reyes,Executive,VP Engineering,2024-03-11 06:30:45.669450,2024-03-11 14:21:48.581683,7.85,10.100.232.198,HQ-NewYork,MFA,1,0
EMP-1058,Kathleen Smith,Research & Development,R&D Engineer,2024-03-11 09:01:25.817586,2024-03-11 13:59:06.317492,4.96,10.138.192.189,Office-London,password,1,0
EMP-1059,Mark Wright,Marketing,SEO Specialist,2024-03-11 10:27:35.293573,2024-03-11 20:16:59.540001,9.82,10.87.172.174,Office-Bangalore,certificate,1,0
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-03-11 07:50:41.503699,2024-03-11 15:12:07.466376,7.36,10.152.145.170,Office-Berlin,SSO,1,0
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-03-11 08:30:19.828713,2024-03-11 16:18:45.282669,7.81,10.67.98.84,Office-Bangalore,password,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-03-11 06:38:06.673627,2024-03-11 17:50:33.745185,11.21,10.214.21.121,Office-London,MFA,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-03-11 07:33:32.897700,2024-03-11 15:54:48.060162,8.35,10.244.64.52,Remote,MFA,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-03-11 09:40:59.461093,2024-03-11 17:45:27.680062,8.07,10.243.56.120,Remote,password,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-03-11 07:32:18.407609,2024-03-11 15:06:27.401591,7.57,10.247.80.28,Remote,MFA,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-03-11 08:14:24.826686,2024-03-11 17:13:18.318663,8.98,10.152.177.213,Office-Bangalore,MFA,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-03-11 10:32:16.914226,2024-03-11 18:11:09.107132,7.65,10.201.11.89,Remote,MFA,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-03-11 09:29:41.055756,2024-03-11 18:26:47.025519,8.95,10.28.111.246,HQ-NewYork,SSO,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-03-11 10:35:15.340934,2024-03-11 22:42:14.537520,12.12,10.70.158.207,Office-SanFrancisco,MFA,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-03-11 09:48:06.242708,2024-03-11 17:04:08.464409,7.27,10.213.240.23,Office-London,SSO,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-03-11 09:59:28.486908,2024-03-11 17:29:06.457064,7.49,10.8.127.218,Office-Berlin,certificate,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-03-11 10:23:00.331382,2024-03-11 19:11:07.296429,8.8,10.226.153.180,Office-London,certificate,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-03-11 10:49:04.754971,2024-03-11 19:27:41.584523,8.64,10.143.195.62,Office-SanFrancisco,password,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-03-11 09:02:40.994032,2024-03-11 16:08:57.774855,7.1,10.178.63.79,Office-London,MFA,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-03-11 09:32:19.904381,2024-03-11 20:02:17.709150,10.5,10.91.180.117,Office-Bangalore,password,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-03-11 08:47:31.505885,2024-03-11 15:56:18.253743,7.15,10.31.191.138,Remote,MFA,0,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-03-11 09:20:14.837071,2024-03-11 17:37:06.412963,8.28,10.73.252.26,Office-London,SSO,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-03-11 07:50:06.055783,2024-03-11 14:47:44.563970,6.96,10.137.33.71,Office-London,certificate,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-03-11 09:20:48.665476,2024-03-11 17:28:19.492033,8.13,10.224.4.147,Remote,MFA,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-03-11 06:27:43.471242,2024-03-11 14:31:14.392956,8.06,10.241.221.123,Office-SanFrancisco,MFA,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-03-11 09:49:04.944443,2024-03-11 18:35:04.966272,8.77,10.39.208.145,Office-Berlin,MFA,0,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-03-11 10:21:38.290279,2024-03-11 19:04:10.198399,8.71,10.98.116.233,Office-Bangalore,MFA,1,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-03-11 08:43:51.598388,2024-03-11 16:23:12.762854,7.66,10.246.190.26,Office-Berlin,password,1,0
