user,employee_name,department,device,plug_time,unplug_time,duration_min,bytes_copied,source_ip
EMP-1073,Eric Harris,Human Resources,USB-4811,2024-03-09 12:27:00,2024-03-09 13:46:00,79,0,10.143.195.62
EMP-1030,Anthony Bennett,Operations,USB-1409,2024-03-09 10:45:00,2024-03-09 10:57:00,12,0,10.34.172.166
EMP-1041,Michelle Robinson,Engineering,USB-4811,2024-03-09 11:21:00,2024-03-09 12:56:00,95,258349331,10.85.72.222
EMP-1024,Katherine Cooper,Sales,USB-2535,2024-03-10 09:56:00,2024-03-10 10:35:00,39,0,10.105.125.124
EMP-1076,Steven Robinson,IT Security,USB-4811,2024-03-10 14:48:00,2024-03-10 15:07:00,19,0,10.31.191.138
EMP-1017,Christine Wood,Executive,USB-2679,2024-03-10 16:52:00,2024-03-10 19:14:00,142,0,10.31.64.58
EMP-1077,Margaret Patel,Executive,USB-9279,2024-03-10 17:24:00,2024-03-10 19:23:00,119,379720147,10.73.252.26
EMP-1026,Jason Hughes,IT Security,USB-9935,2024-03-10 11:33:00,2024-03-10 13:13:00,100,497752605,10.49.76.56
EMP-1048,Cynthia Cruz,Research & Development,USB-2824,2024-03-10 13:57:00,2024-03-10 14:05:00,8,0,10.122.204.231
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-03-10 15:26:00,2024-03-10 15:39:00,13,0,10.21.142.76
EMP-1012,Sharon Lee,Finance,USB-9928,2024-03-10 09:53:00,2024-03-10 12:43:00,170,104417985,10.196.46.130
EMP-1072,Gary Ramirez,Finance,USB-2535,2024-03-10 11:27:00,2024-03-10 13:46:00,139,0,10.226.153.180
EMP-1039,Donald Lee,Marketing,USB-9928,2024-03-10 14:27:00,2024-03-10 14:38:00,11,0,10.189.237.86
EMP-1037,Melissa Howard,Executive,USB-3286,2024-03-10 12:12:00,2024-03-10 13:01:00,49,0,10.11.79.94
EMP-1071,Ashley Long,Engineering,USB-4257,2024-03-10 08:46:00,2024-03-10 09:07:00,21,240423165,10.8.127.218
EMP-1040,Paul Lee,Operations,USB-1434,2024-03-10 18:26:00,2024-03-10 18:51:00,25,378320912,10.57.52.210
EMP-1046,Christine Evans,IT Security,USB-2535,2024-03-10 10:40:00,2024-03-10 12:41:00,121,403870938,10.33.50.108
EMP-1072,Gary Ramirez,Finance,USB-7873,2024-03-10 14:56:00,2024-03-10 16:48:00,112,466042735,10.226.153.180
EMP-1089,Scott Garcia,Marketing,USB-9279,2024-03-10 15:39:00,2024-03-10 17:54:00,135,178067806,10.65.7.24
EMP-1023,Nancy Scott,Human Resources,USB-4582,2024-03-10 12:50:00,2024-03-10 15:39:00,169,0,10.207.221.220
EMP-1050,Patricia Garcia,Operations,USB-1434,2024-03-10 11:26:00,2024-03-10 14:01:00,155,0,10.107.227.162
EMP-1026,Jason Hughes,IT Security,USB-9928,2024-03-10 10:41:00,2024-03-10 11:27:00,46,147434067,10.49.76.56
EMP-1008,Margaret Wood,Research & Development,USB-4811,2024-03-10 18:36:00,2024-03-10 19:40:00,64,0,10.68.36.64
EMP-1048,Cynthia Cruz,Research & Development,USB-9935,2024-03-10 18:50:00,2024-03-10 19:10:00,20,184560217,10.122.204.231
EMP-1019,David Jones,Marketing,USB-4811,2024-03-10 09:51:00,2024-03-10 10:34:00,43,0,10.72.172.125
EMP-1061,Samuel Diaz,Engineering,USB-9935,2024-03-10 14:25:00,2024-03-10 15:47:00,82,0,10.67.98.84
EMP-1030,Anthony Bennett,Operations,USB-5012,2024-03-10 14:37:00,2024-03-10 15:02:00,25,395925334,10.34.172.166
EMP-1095,Anthony Wright,Legal,USB-4582,2024-03-10 16:19:00,2024-03-10 16:36:00,17,248604929,10.226.179.125
EMP-1088,Jessica Reyes,Research & Development,USB-1409,2024-03-10 13:34:00,2024-03-10 15:38:00,124,0,10.129.139.127
EMP-1049,Andrew Rogers,Marketing,USB-1434,2024-03-10 12:00:00,2024-03-10 12:21:00,21,0,10.173.80.58
EMP-1082,Ashley Thomas,Finance,USB-9935,2024-03-10 10:54:00,2024-03-10 13:29:00,155,0,10.98.116.233
EMP-1065,Lisa Cox,Legal,USB-4811,2024-03-11 18:09:00,2024-03-11 20:50:00,161,248195851,10.247.80.28
EMP-1097,Mark Anderson,Executive,USB-1434,2024-03-11 14:45:00,2024-03-11 16:05:00,80,0,10.239.184.75
EMP-1001,Mark Edwards,Engineering,USB-1520,2024-03-11 08:01:00,2024-03-11 08:55:00,54,470603539,10.179.109.88
EMP-1046,Christine Evans,IT Security,USB-7912,2024-03-11 13:07:00,2024-03-11 16:06:00,179,0,10.33.50.108
EMP-1010,Karen Watson,Operations,USB-2679,2024-03-11 11:29:00,2024-03-11 13:02:00,93,343972497,10.17.99.98
EMP-1087,Christopher Martinez,Executive,USB-4257,2024-03-11 12:36:00,2024-03-11 13:56:00,80,156589801,10.192.212.146
EMP-1004,Alexander Rodriguez,Sales,USB-4257,2024-03-11 17:54:00,2024-03-11 18:41:00,47,430155713,10.253.21.219
EMP-1068,David Cook,Research & Development,USB-4811,2024-03-11 16:45:00,2024-03-11 16:52:00,7,0,10.28.111.246
EMP-1089,Scott Garcia,Marketing,USB-5012,2024-03-11 15:09:00,2024-03-11 18:01:00,172,0,10.65.7.24
EMP-1029,Justin Kim,Marketing,USB-3286,2024-03-11 09:45:00,2024-03-11 12:24:00,159,0,10.169.150.145
EMP-1066,Pamela Gray,IT Security,USB-9935,2024-03-11 09:45:00,2024-03-11 10:57:00,72,283541910,10.152.177.213
EMP-1033,Christine Peterson,Human Resources,USB-1488,2024-03-11 16:11:00,2024-03-11 17:28:00,77,0,10.68.30.228
EMP-1093,Ryan Lopez,Human Resources,USB-7912,2024-03-11 15:17:00,2024-03-11 15:22:00,5,0,10.249.198.104
EMP-1063,Brian Lewis,Human Resources,USB-3286,2024-03-11 16:49:00,2024-03-11 17:43:00,54,0,10.244.64.52
EMP-1004,Alexander Rodriguez,Sales,USB-2535,2024-03-11 11:41:00,2024-03-11 13:13:00,92,115238075,10.253.21.219
EMP-1100,Karen Edwards,Operations,USB-4657,2024-03-11 08:55:00,2024-03-11 09:15:00,20,0,10.142.196.140
EMP-1083,Emma Diaz,Human Resources,USB-5506,2024-03-11 16:21:00,2024-03-11 18:40:00,139,33808816,10.246.190.26
EMP-1080,Kathleen Cruz,Operations,USB-4657,2024-03-11 11:38:00,2024-03-11 14:16:00,158,0,10.241.221.123
EMP-1019,David Jones,Marketing,USB-4811,2024-03-11 12:08:00,2024-03-11 14:20:00,132,266299883,10.72.172.125
EMP-1016,Shirley Cox,IT Security,USB-2535,2024-03-11 10:36:00,2024-03-11 12:23:00,107,436613875,10.177.52.183
EMP-1072,Gary Ramirez,Finance,USB-1409,2024-03-11 11:37:00,2024-03-11 13:25:00,108,377476423,10.226.153.180
EMP-1038,Anthony Mendoza,Research & Development,USB-4657,2024-03-11 11:23:00,2024-03-11 13:55:00,152,0,10.200.144.227
EMP-1031,Kenneth Long,Engineering,USB-3286,2024-03-11 15:29:00,2024-03-11 18:14:00,165,0,10.145.26.19
EMP-1017,Christine Wood,Executive,USB-2424,2024-03-11 14:17:00,2024-03-11 16:33:00,136,0,10.31.64.58
EMP-1059,Mark Wright,Marketing,USB-9279,2024-03-11 15:35:00,2024-03-11 18:34:00,179,227038874,10.87.172.174
EMP-1002,Margaret Ross,Finance,USB-2535,2024-03-11 17:21:00,2024-03-11 18:25:00,64,0,10.25.92.217
EMP-1030,Anthony Bennett,Operations,USB-5012,2024-03-11 13:25:00,2024-03-11 13:41:00,16,408119563,10.34.172.166
EMP-1040,Paul Lee,Operations,USB-1434,2024-03-11 09:19:00,2024-03-11 10:06:00,47,112055218,10.57.52.210
EMP-1042,Brian Chavez,Finance,USB-7912,2024-03-11 15:49:00,2024-03-11 18:12:00,143,0,10.241.8.30
EMP-1028,Angela Hernandez,Research & Development,USB-1488,2024-03-12 10:24:00,2024-03-12 11:40:00,76,0,10.221.61.104
EMP-1077,Margaret Patel,Executive,USB-1434,2024-03-12 18:07:00,2024-03-12 20:28:00,141,0,10.73.252.26
EMP-1017,Christine Wood,Executive,USB-9928,2024-03-12 10:52:00,2024-03-12 13:27:00,155,0,10.31.64.58
EMP-1041,Michelle Robinson,Engineering,USB-7873,2024-03-12 09:02:00,2024-03-12 09:09:00,7,0,10.85.72.222
EMP-1022,Stephanie Sanders,Finance,USB-1409,2024-03-12 16:11:00,2024-03-12 18:45:00,154,0,10.49.138.115
EMP-1065,Lisa Cox,Legal,USB-2824,2024-03-12 14:48:00,2024-03-12 16:52:00,124,0,10.247.80.28
EMP-1025,Linda Perez,Legal,USB-4257,2024-03-12 11:25:00,2024-03-12 11:54:00,29,400566029,10.238.201.201
EMP-1040,Paul Lee,Operations,USB-2679,2024-03-12 14:54:00,2024-03-12 17:17:00,143,0,10.57.52.210
EMP-1017,Christine Wood,Executive,USB-3286,2024-03-12 17:27:00,2024-03-12 18:19:00,52,0,10.31.64.58
EMP-1016,Shirley Cox,IT Security,USB-4657,2024-03-12 15:37:00,2024-03-12 17:07:00,90,0,10.177.52.183
EMP-1090,Maria Gray,Operations,USB-4811,2024-03-12 18:55:00,2024-03-12 21:49:00,174,166016465,10.121.133.167
EMP-1031,Kenneth Long,Engineering,USB-1488,2024-03-12 17:35:00,2024-03-12 18:17:00,42,0,10.145.26.19
EMP-1039,Donald Lee,Marketing,USB-2424,2024-03-12 08:51:00,2024-03-12 09:53:00,62,0,10.189.237.86
EMP-1010,Karen Watson,Operations,USB-2824,2024-03-12 12:48:00,2024-03-12 15:47:00,179,126351371,10.17.99.98
EMP-1006,Nicole Brooks,IT Security,USB-5506,2024-03-13 08:21:00,2024-03-13 09:53:00,92,496488217,10.119.98.70
EMP-1042,Brian Chavez,Finance,USB-7912,2024-03-13 10:45:00,2024-03-13 10:54:00,9,0,10.241.8.30
EMP-1002,Margaret Ross,Finance,USB-4582,2024-03-13 12:10:00,2024-03-13 13:52:00,102,0,10.25.92.217
EMP-1066,Pamela Gray,IT Security,USB-1409,2024-03-13 09:37:00,2024-03-13 09:47:00,10,426643210,10.152.177.213
EMP-1032,Thomas Hall,Finance,USB-1409,2024-03-13 15:00:00,2024-03-13 15:42:00,42,139852235,10.41.113.214
EMP-1034,Paul Torres,Sales,USB-4811,2024-03-13 14:48:00,2024-03-13 16:25:00,97,0,10.176.163.219
EMP-1028,Angela Hernandez,Research & Development,USB-1409,2024-03-13 15:54:00,2024-03-13 17:00:00,66,351788115,10.221.61.104
EMP-1073,Eric Harris,Human Resources,USB-1409,2024-03-13 15:17:00,2024-03-13 15:24:00,7,0,10.143.195.62
EMP-1065,Lisa Cox,Legal,USB-1488,2024-03-13 12:28:00,2024-03-13 15:08:00,160,0,10.247.80.28
EMP-1086,Elizabeth Mendoza,IT Security,USB-5506,2024-03-13 11:41:00,2024-03-13 14:18:00,157,28735191,10.30.140.58
EMP-1055,Elizabeth Alvarez,Legal,USB-1434,2024-03-13 16:41:00,2024-03-13 19:22:00,161,0,10.82.229.139
EMP-1074,Laura Williams,Sales,USB-4811,2024-03-13 09:02:00,2024-03-13 11:04:00,122,0,10.178.63.79
EMP-1038,Anthony Mendoza,Research & Development,USB-9928,2024-03-13 10:09:00,2024-03-13 12:14:00,125,87780766,10.200.144.227
EMP-1086,Elizabeth Mendoza,IT Security,USB-4257,2024-03-13 18:21:00,2024-03-13 20:15:00,114,0,10.30.140.58
EMP-1041,Michelle Robinson,Engineering,USB-1488,2024-03-13 15:37:00,2024-03-13 17:46:00,129,0,10.85.72.222
EMP-1072,Gary Ramirez,Finance,USB-9935,2024-03-13 17:54:00,2024-03-13 19:06:00,72,0,10.226.153.180
EMP-1067,Rachel Foster,Executive,USB-9279,2024-03-13 12:19:00,2024-03-13 12:41:00,22,0,10.201.11.89
EMP-1015,Janet Morales,Legal,USB-2535,2024-03-13 14:34:00,2024-03-13 16:38:00,124,0,10.169.122.243
EMP-1084,Kimberly James,Sales,USB-2679,2024-03-13 17:12:00,2024-03-13 18:47:00,95,303483496,10.142.20.41
EMP-1083,Emma Diaz,Human Resources,USB-1409,2024-03-13 12:49:00,2024-03-13 13:01:00,12,186801887,10.246.190.26
EMP-1031,Kenneth Long,Engineering,USB-9279,2024-03-13 16:25:00,2024-03-13 18:06:00,101,0,10.145.26.19
EMP-1033,Christine Peterson,Human Resources,USB-4657,2024-03-13 17:50:00,2024-03-13 20:43:00,173,0,10.68.30.228
EMP-1009,Justin Phillips,Marketing,USB-1488,2024-03-13 15:07:00,2024-03-13 16:22:00,75,243689185,10.127.24.194
EMP-1036,Charles Patel,IT Security,USB-2424,2024-03-13 15:35:00,2024-03-13 16:59:00,84,0,10.3.29.20
EMP-1062,Carol Baker,Finance,USB-9935,2024-03-14 14:54:00,2024-03-14 15:31:00,37,0,10.214.21.121
EMP-1068,David Cook,Research & Development,USB-5506,2024-03-14 15:45:00,2024-03-14 16:08:00,23,0,10.28.111.246
EMP-1074,Laura Williams,Sales,USB-2679,2024-03-14 11:31:00,2024-03-14 14:00:00,149,209003024,10.178.63.79
EMP-1076,Steven Robinson,IT Security,USB-9928,2024-03-14 11:45:00,2024-03-14 12:20:00,35,293384373,10.31.191.138
EMP-1075,Stephen Ortiz,Legal,USB-9928,2024-03-14 17:02:00,2024-03-14 17:35:00,33,0,10.91.180.117
EMP-1055,Elizabeth Alvarez,Legal,USB-1409,2024-03-14 17:41:00,2024-03-14 20:20:00,159,199072976,10.82.229.139
EMP-1014,Gary Williams,Sales,USB-4257,2024-03-14 11:17:00,2024-03-14 13:05:00,108,0,10.15.62.225
EMP-1038,Anthony Mendoza,Research & Development,USB-5012,2024-03-14 13:07:00,2024-03-14 15:33:00,146,0,10.200.144.227
EMP-1032,Thomas Hall,Finance,USB-4257,2024-03-14 11:19:00,2024-03-14 13:05:00,106,135000030,10.41.113.214
EMP-1001,Mark Edwards,Engineering,USB-2424,2024-03-14 12:25:00,2024-03-14 14:02:00,97,34933622,10.179.109.88
EMP-1036,Charles Patel,IT Security,USB-9279,2024-03-14 08:15:00,2024-03-14 08:35:00,20,273712760,10.3.29.20
EMP-1065,Lisa Cox,Legal,USB-9279,2024-03-14 16:54:00,2024-03-14 17:12:00,18,0,10.247.80.28
EMP-1096,Benjamin Cox,IT Security,USB-3286,2024-03-14 10:20:00,2024-03-14 10:51:00,31,202575657,10.142.4.142
EMP-1080,Kathleen Cruz,Operations,USB-1409,2024-03-14 13:03:00,2024-03-14 15:50:00,167,0,10.241.221.123
EMP-1063,Brian Lewis,Human Resources,USB-2824,2024-03-14 15:22:00,2024-03-14 15:52:00,30,274721569,10.244.64.52
EMP-1070,Sharon Sanders,Operations,USB-9928,2024-03-14 10:34:00,2024-03-14 11:35:00,61,0,10.213.240.23
EMP-1034,Paul Torres,Sales,USB-2535,2024-03-14 15:21:00,2024-03-14 15:31:00,10,0,10.176.163.219
EMP-1096,Benjamin Cox,IT Security,USB-2679,2024-03-14 13:52:00,2024-03-14 14:40:00,48,0,10.142.4.142
EMP-1047,Brandon Reed,Executive,USB-5012,2024-03-14 14:13:00,2024-03-14 14:31:00,18,335899719,10.78.74.54
EMP-1083,Emma Diaz,Human Resources,USB-3286,2024-03-14 11:45:00,2024-03-14 13:18:00,93,0,10.246.190.26
EMP-1012,Sharon Lee,Finance,USB-1520,2024-03-14 08:10:00,2024-03-14 09:58:00,108,0,10.196.46.130
EMP-1037,Melissa Howard,Executive,USB-5506,2024-03-14 08:24:00,2024-03-14 09:40:00,76,0,10.11.79.94
EMP-1003,Jennifer Sanders,Human Resources,USB-9279,2024-03-15 17:14:00,2024-03-15 17:53:00,39,0,10.21.142.76
EMP-1074,Laura Williams,Sales,USB-1520,2024-03-15 11:41:00,2024-03-15 12:29:00,48,0,10.178.63.79
EMP-1033,Christine Peterson,Human Resources,USB-4811,2024-03-15 16:29:00,2024-03-15 16:49:00,20,403219414,10.68.30.228
EMP-1003,Jennifer Sanders,Human Resources,USB-2424,2024-03-15 13:54:00,2024-03-15 16:30:00,156,0,10.21.142.76
EMP-1038,Anthony Mendoza,Research & Development,USB-1409,2024-03-15 13:50:00,2024-03-15 16:00:00,130,0,10.200.144.227
EMP-1005,Timothy Scott,Legal,USB-7873,2024-03-15 14:38:00,2024-03-15 16:03:00,85,0,10.95.91.54
EMP-1012,Sharon Lee,Finance,USB-1409,2024-03-15 08:46:00,2024-03-15 11:36:00,170,332805221,10.196.46.130
EMP-1046,Christine Evans,IT Security,USB-2535,2024-03-15 15:01:00,2024-03-15 16:57:00,116,0,10.33.50.108
EMP-1053,Brandon Castillo,Human Resources,USB-1409,2024-03-15 08:14:00,2024-03-15 10:01:00,107,453972118,10.230.41.191
EMP-1087,Christopher Martinez,Executive,USB-1434,2024-03-15 12:36:00,2024-03-15 14:09:00,93,445514031,10.192.212.146
EMP-1001,Mark Edwards,Engineering,USB-4582,2024-03-15 09:58:00,2024-03-15 10:25:00,27,351923457,10.179.109.88
EMP-1012,Sharon Lee,Finance,USB-1434,2024-03-15 08:14:00,2024-03-15 08:19:00,5,0,10.196.46.130
EMP-1073,Eric Harris,Human Resources,USB-2535,2024-03-15 17:19:00,2024-03-15 19:04:00,105,430311293,10.143.195.62
EMP-1055,Elizabeth Alvarez,Legal,USB-9928,2024-03-15 15:02:00,2024-03-15 17:31:00,149,0,10.82.229.139
EMP-1040,Paul Lee,Operations,USB-2535,2024-03-15 11:52:00,2024-03-15 13:48:00,116,91105717,10.57.52.210
EMP-1100,Karen Edwards,Operations,USB-4582,2024-03-15 13:47:00,2024-03-15 15:01:00,74,0,10.142.196.140
EMP-1083,Emma Diaz,Human Resources,USB-7873,2024-03-15 12:50:00,2024-03-15 14:08:00,78,0,10.246.190.26
EMP-1022,Stephanie Sanders,Finance,USB-2535,2024-03-15 13:19:00,2024-03-15 13:53:00,34,325010487,10.49.138.115
EMP-1086,Elizabeth Mendoza,IT Security,USB-5012,2024-03-16 15:40:00,2024-03-16 16:32:00,52,0,10.30.140.58
EMP-1020,Patrick Kelly,Operations,USB-5012,2024-03-16 12:12:00,2024-03-16 14:26:00,134,285296793,10.207.105.49
EMP-1001,Mark Edwards,Engineering,USB-5506,2024-03-16 09:34:00,2024-03-16 11:47:00,133,455072303,10.179.109.88
EMP-1008,Margaret Wood,Research & Development,USB-4582,2024-03-16 10:20:00,2024-03-16 12:16:00,116,0,10.68.36.64
EMP-1001,Mark Edwards,Engineering,USB-1488,2024-03-16 09:10:00,2024-03-16 11:14:00,124,451892104,10.179.109.88
EMP-1093,Ryan Lopez,Human Resources,USB-4257,2024-03-16 18:42:00,2024-03-16 21:22:00,160,0,10.249.198.104
EMP-1012,Sharon Lee,Finance,USB-5506,2024-03-16 14:25:00,2024-03-16 16:03:00,98,497575733,10.196.46.130
EMP-1029,Justin Kim,Marketing,USB-5012,2024-03-16 12:28:00,2024-03-16 13:38:00,70,0,10.169.150.145
EMP-1091,Nancy Howard,Engineering,USB-4811,2024-03-16 08:37:00,2024-03-16 09:05:00,28,0,10.121.90.105
EMP-1059,Mark Wright,Marketing,USB-3286,2024-03-16 09:23:00,2024-03-16 09:57:00,34,0,10.87.172.174
EMP-1028,Angela Hernandez,Research & Development,USB-4257,2024-03-16 12:21:00,2024-03-16 13:39:00,78,494694191,10.221.61.104
EMP-1020,Patrick Kelly,Operations,USB-1520,2024-03-16 11:09:00,2024-03-16 13:16:00,127,0,10.207.105.49
EMP-1044,Deborah Kelly,Sales,USB-4811,2024-03-16 08:07:00,2024-03-16 08:59:00,52,0,10.112.1.134
EMP-1098,Kathleen Stewart,Research & Development,USB-2535,2024-03-16 16:09:00,2024-03-16 16:51:00,42,14908227,10.99.49.236
EMP-1086,Elizabeth Mendoza,IT Security,USB-9928,2024-03-16 15:29:00,2024-03-16 17:21:00,112,0,10.30.140.58
EMP-1090,Maria Gray,Operations,USB-1520,2024-03-16 12:11:00,2024-03-16 13:15:00,64,0,10.121.133.167
EMP-1088,Jessica Reyes,Research & Development,USB-9935,2024-03-16 09:03:00,2024-03-16 11:06:00,123,0,10.129.139.127
EMP-1044,Deborah Kelly,Sales,USB-2679,2024-03-16 08:21:00,2024-03-16 09:12:00,51,318215041,10.112.1.134
EMP-1028,Angela Hernandez,Research & Development,USB-2824,2024-03-16 10:44:00,2024-03-16 12:57:00,133,154259226,10.221.61.104
EMP-1068,David Cook,Research & Development,USB-7912,2024-03-16 10:32:00,2024-03-16 12:14:00,102,0,10.28.111.246
EMP-1014,Gary Williams,Sales,USB-1409,2024-03-17 10:30:00,2024-03-17 12:17:00,107,0,10.15.62.225
EMP-1070,Sharon Sanders,Operations,USB-5506,2024-03-17 15:31:00,2024-03-17 16:49:00,78,0,10.213.240.23
EMP-1065,Lisa Cox,Legal,USB-1409,2024-03-17 10:50:00,2024-03-17 11:05:00,15,400072128,10.247.80.28
EMP-1010,Karen Watson,Operations,USB-1488,2024-03-17 08:32:00,2024-03-17 09:59:00,87,336559509,10.17.99.98
EMP-1001,Mark Edwards,Engineering,USB-1409,2024-03-17 15:36:00,2024-03-17 16:32:00,56,0,10.179.109.88
EMP-1051,Amy Phillips,Engineering,USB-2824,2024-03-17 13:17:00,2024-03-17 13:51:00,34,336297160,10.200.109.57
EMP-1074,Laura Williams,Sales,USB-7912,2024-03-17 12:41:00,2024-03-17 14:17:00,96,466280429,10.178.63.79
EMP-1047,Brandon Reed,Executive,USB-9279,2024-03-17 14:46:00,2024-03-17 17:15:00,149,0,10.78.74.54
EMP-1045,Sharon Rodriguez,Legal,USB-4811,2024-03-17 14:56:00,2024-03-17 16:11:00,75,0,10.218.32.185
EMP-1022,Stephanie Sanders,Finance,USB-7912,2024-03-17 09:20:00,2024-03-17 09:55:00,35,0,10.49.138.115
EMP-1037,Melissa Howard,Executive,USB-1520,2024-03-17 09:44:00,2024-03-17 09:54:00,10,0,10.11.79.94
EMP-1037,Melissa Howard,Executive,USB-2679,2024-03-17 09:27:00,2024-03-17 11:40:00,133,0,10.11.79.94
EMP-1041,Michelle Robinson,Engineering,USB-4257,2024-03-17 12:19:00,2024-03-17 13:44:00,85,0,10.85.72.222
EMP-1074,Laura Williams,Sales,USB-1488,2024-03-17 16:05:00,2024-03-17 17:58:00,113,0,10.178.63.79
EMP-1081,Stephanie Morales,Engineering,USB-3286,2024-03-17 16:09:00,2024-03-17 18:42:00,153,0,10.39.208.145
EMP-1079,Stephen Nguyen,Marketing,USB-4582,2024-03-17 17:43:00,2024-03-17 20:38:00,175,0,10.224.4.147
EMP-1060,Cynthia Taylor,Operations,USB-1520,2024-03-17 18:58:00,2024-03-17 21:28:00,150,0,10.152.145.170
EMP-1017,Christine Wood,Executive,USB-1409,2024-03-17 13:14:00,2024-03-17 13:33:00,19,0,10.31.64.58
EMP-1099,Emily Foster,Marketing,USB-1488,2024-03-17 16:04:00,2024-03-17 17:14:00,70,0,10.211.1.73
EMP-1018,Robert Ramos,Research & Development,USB-1488,2024-03-17 18:00:00,2024-03-17 20:50:00,170,494604246,10.19.182.162
EMP-1074,Laura Williams,Sales,USB-4582,2024-03-17 15:49:00,2024-03-17 18:46:00,177,479680586,10.178.63.79
EMP-1064,Donald Taylor,Sales,USB-3286,2024-03-17 08:14:00,2024-03-17 10:55:00,161,0,10.243.56.120
EMP-1092,Christine Wilson,Finance,USB-1488,2024-03-17 14:40:00,2024-03-17 14:50:00,10,220271377,10.127.74.170
EMP-1064,Donald Taylor,Sales,USB-9935,2024-03-17 15:52:00,2024-03-17 17:38:00,106,0,10.243.56.120
EMP-1017,Christine Wood,Executive,USB-5506,2024-03-17 17:01:00,2024-03-17 18:42:00,101,0,10.31.64.58
EMP-1001,Mark Edwards,Engineering,USB-5012,2024-03-17 17:08:00,2024-03-17 17:38:00,30,0,10.179.109.88
EMP-1031,Kenneth Long,Engineering,USB-4582,2024-03-17 10:15:00,2024-03-17 10:52:00,37,0,10.145.26.19
EMP-1087,Christopher Martinez,Executive,USB-1434,2024-03-17 15:48:00,2024-03-17 16:54:00,66,0,10.192.212.146
EMP-1086,Elizabeth Mendoza,IT Security,USB-1520,2024-03-17 15:20:00,2024-03-17 17:15:00,115,0,10.30.140.58
EMP-1045,Sharon Rodriguez,Legal,USB-5506,2024-03-18 14:05:00,2024-03-18 15:00:00,55,0,10.218.32.185
EMP-1038,Anthony Mendoza,Research & Development,USB-9928,2024-03-18 12:19:00,2024-03-18 15:15:00,176,110212600,10.200.144.227
EMP-1041,Michelle Robinson,Engineering,USB-4657,2024-03-18 09:07:00,2024-03-18 11:20:00,133,243374087,10.85.72.222
EMP-1089,Scott Garcia,Marketing,USB-5012,2024-03-18 11:27:00,2024-03-18 13:28:00,121,0,10.65.7.24
EMP-1004,Alexander Rodriguez,Sales,USB-5012,2024-03-18 15:47:00,2024-03-18 17:35:00,108,261695020,10.253.21.219
EMP-1003,Jennifer Sanders,Human Resources,USB-1434,2024-03-18 14:32:00,2024-03-18 16:31:00,119,438890098,10.21.142.76
EMP-1016,Shirley Cox,IT Security,USB-5506,2024-03-18 10:20:00,2024-03-18 12:32:00,132,0,10.177.52.183
EMP-1083,Emma Diaz,Human Resources,USB-4582,2024-03-18 10:44:00,2024-03-18 11:00:00,16,0,10.246.190.26
EMP-1001,Mark Edwards,Engineering,USB-1434,2024-03-18 12:57:00,2024-03-18 15:27:00,150,0,10.179.109.88
EMP-1013,Samantha Cook,Human Resources,USB-4582,2024-03-18 08:41:00,2024-03-18 09:52:00,71,0,10.196.42.139
EMP-1063,Brian Lewis,Human Resources,USB-5506,2024-03-18 09:52:00,2024-03-18 11:50:00,118,374081260,10.244.64.52
EMP-1016,Shirley Cox,IT Security,USB-9928,2024-03-18 12:19:00,2024-03-18 13:49:00,90,0,10.177.52.183
EMP-1030,Anthony Bennett,Operations,USB-1520,2024-03-18 11:32:00,2024-03-18 12:48:00,76,0,10.34.172.166
EMP-1029,Justin Kim,Marketing,USB-4257,2024-03-18 13:46:00,2024-03-18 14:20:00,34,133742815,10.169.150.145
EMP-1089,Scott Garcia,Marketing,USB-4582,2024-03-18 10:54:00,2024-03-18 11:10:00,16,0,10.65.7.24
EMP-1041,Michelle Robinson,Engineering,USB-9935,2024-03-18 09:25:00,2024-03-18 09:36:00,11,0,10.85.72.222
EMP-1017,Christine Wood,Executive,USB-5012,2024-03-19 13:32:00,2024-03-19 15:08:00,96,0,10.31.64.58
EMP-1085,Laura Ruiz,Legal,USB-4257,2024-03-19 08:45:00,2024-03-19 10:49:00,124,0,10.60.74.181
EMP-1014,Gary Williams,Sales,USB-5012,2024-03-19 13:24:00,2024-03-19 15:49:00,145,0,10.15.62.225
EMP-1040,Paul Lee,Operations,USB-2535,2024-03-19 15:38:00,2024-03-19 18:35:00,177,0,10.57.52.210
EMP-1060,Cynthia Taylor,Operations,USB-7873,2024-03-19 14:57:00,2024-03-19 17:13:00,136,94779355,10.152.145.170
EMP-1029,Justin Kim,Marketing,USB-7873,2024-03-19 13:36:00,2024-03-19 16:06:00,150,0,10.169.150.145
EMP-1019,David Jones,Marketing,USB-5012,2024-03-19 15:36:00,2024-03-19 17:21:00,105,0,10.72.172.125
EMP-1072,Gary Ramirez,Finance,USB-4257,2024-03-19 16:43:00,2024-03-19 19:00:00,137,0,10.226.153.180
EMP-1040,Paul Lee,Operations,USB-7873,2024-03-19 14:02:00,2024-03-19 16:25:00,143,0,10.57.52.210
EMP-1096,Benjamin Cox,IT Security,USB-4811,2024-03-19 10:01:00,2024-03-19 12:01:00,120,0,10.142.4.142
EMP-1018,Robert Ramos,Research & Development,USB-7912,2024-03-19 08:00:00,2024-03-19 10:29:00,149,0,10.19.182.162
EMP-1052,Michael Bailey,Finance,USB-2679,2024-03-20 17:26:00,2024-03-20 20:00:00,154,0,10.206.119.171
